group,subject,q,RR_1D_x,DET_1D_x,ENT_1D_x,RR_2D_xy,DET_2D_xy,ENT_2D_xy
control,control_group_1,5,0.05534616147589764,0.6200716845878136,1.125552838399931,0.02043245387819877,0.7281553398058253,0.9182958340544896
control,control_group_10,5,0.06098705197973353,0.68,1.4348312233063338,0.03396509664102083,0.8011049723756906,1.9026831892554923
control,control_group_11,5,0.09733619492488323,0.8521400778210116,2.3371701233363544,0.05491730842065396,0.8482758620689655,2.2950703772650267
control,control_group_12,5,0.16053333333333333,0.9424141749723145,2.889410349493718,0.05671111111111111,0.9122257053291536,2.6395352859857164
control,control_group_13,5,0.07688750144525379,0.8135338345864662,1.8379982307406846,0.036420395421436005,0.8285714285714286,1.940409418742022
control,control_group_14,5,0.0659375,0.8009478672985783,1.7815032695957245,0.029375,0.8191489361702128,2.1440377841787277
control,control_group_15,5,0.0792,0.8383838383838383,1.7044252194158713,0.0296,0.8108108108108109,1.5219280948873621
control,control_group_16,5,0.06205747605164515,0.7181208053691275,1.630982607666543,0.03456892961266139,0.8313253012048193,1.3921472236645345
control,control_group_17,5,0.06944444444444445,0.7625,1.685567202024124,0.043402777777777776,0.9,1.1674367232867007
control,control_group_18,5,0.05296514259846084,0.6239316239316239,1.6858157091530304,0.026708918062471707,0.864406779661017,0.9182958340544896
control,control_group_19,5,0.0637037037037037,0.751937984496124,0.8663137138648348,0.05185185185185185,0.8285714285714286,1.6457113704075788
control,control_group_20,5,0.05712890625,0.6495726495726496,1.2037389690973714,0.02734375,0.8571428571428571,1.6858157091530304
control,control_group_21,5,0.09710418077363055,0.9552314905329822,3.9471183684305977,0.034428871307635986,0.960707991393385,3.9984730231684296
control,control_group_3,5,0.0796485260770975,0.7722419928825622,2.4981408090485986,0.051587301587301584,0.9065934065934066,3.0379501709728496
control,control_group_4,5,0.08704395288710141,0.8481848184818482,2.8071254538155994,0.05486929043378339,0.8952879581151832,2.2572187352969637
control,control_group_5,5,0.10076937511728279,0.7802607076350093,1.9865145954908663,0.04822668418089698,0.8132295719844358,2.180032777052274
control,control_group_6,5,0.05931321540062435,0.631578947368421,1.0982178839548997,0.030176899063475548,0.7241379310344828,1.0957952550009336
control,control_group_7,5,0.06309633733456448,0.7560975609756098,0.9964156475663194,0.03785780240073869,0.8048780487804879,1.321606958388347
control,control_group_8,5,0.07781246386865534,0.8603268945022289,1.9531943585786384,0.0345704705746329,0.9130434782608695,2.334858305095515
control,control_group_9,5,0.050478513792456374,0.6877323420074349,2.1416216087552487,0.03696753612310002,0.868020304568528,2.2432576001511415
