group,subject,q,RR_1D_x,DET_1D_x,ENT_1D_x,RR_2D_xy,DET_2D_xy,ENT_2D_xy
control,control_group_1,3,0.06965401615607376,0.8643326039387309,2.244386979339472,0.0489254686785551,0.8442367601246106,2.4712806171444104
control,control_group_10,3,0.06079743613912716,0.7767441860465116,1.7397902278016526,0.036666980865303046,0.8097686375321337,1.9855521498339654
control,control_group_11,3,0.05881076388888889,0.7896678966789668,1.897328757972082,0.04079861111111111,0.851063829787234,2.0269796142570415
control,control_group_12,3,0.060166204986149587,0.7974217311233885,2.042497918725185,0.040664819944598335,0.885558583106267,2.1866619008762846
control,control_group_13,3,0.06688299981972237,0.8957771787960467,2.5931201834112216,0.03731746890210925,0.8904991948470209,2.5446995949425952
control,control_group_14,3,0.06351520199916702,0.8032786885245902,1.8722008414506572,0.03165347771761766,0.8618421052631579,2.3494037216662287
control,control_group_15,3,0.06602701679080925,0.751434034416826,2.0198676795133013,0.03825274586542103,0.8943894389438944,2.4826725408876773
control,control_group_16,3,0.06275597833267274,0.8189473684210526,2.22603695917427,0.03871052979257498,0.9044368600682594,2.2749625511530023
control,control_group_17,3,0.06180144641683103,0.7978723404255319,1.960189270587554,0.03977646285338593,0.8512396694214877,2.04657227658828
control,control_group_18,3,0.09262759924385633,0.8276643990929705,1.923320672352186,0.041797941608905695,0.8693467336683417,1.8029912029990107
control,control_group_19,3,0.08357968288094599,0.77491961414791,2.076982852935931,0.05939263638806772,0.8642533936651584,1.9681103178788175
control,control_group_20,3,0.05772664153937711,0.718213058419244,1.3410937575248616,0.04106328109502083,0.8260869565217391,1.248927828509847
control,control_group_21,3,0.06483684994120874,0.957610565598285,4.0108992292108,0.020486680500175377,0.9582356094619044,4.142600974987887
control,control_group_3,3,0.06705729166666667,0.8090614886731392,1.9906064755807948,0.045572916666666664,0.8666666666666667,2.179693590427752
control,control_group_4,3,0.05142664758858682,0.7315875613747954,1.865583419616409,0.03257301573941587,0.834625322997416,2.1881008506594655
control,control_group_5,3,0.055879017013232515,0.7889039242219216,1.9281697915286482,0.037731568998109644,0.8677354709418837,2.5283638977994345
control,control_group_6,3,0.0542771568412594,0.7711978465679677,2.270258087209752,0.032507853020673536,0.8651685393258427,2.6788862272865654
control,control_group_7,3,0.0700954861111111,0.7987616099071208,1.831013822501477,0.04513888888888889,0.8365384615384616,1.958942271988765
control,control_group_8,3,0.0656,0.8384146341463414,2.2158126818785315,0.0362,0.9060773480662984,2.5819187969918165
control,control_group_9,3,0.05315459862325966,0.7974683544303798,2.107507307189192,0.03369390818280627,0.880184331797235,2.385002116706486
