group,subject,q,RR_1D_x,DET_1D_x,ENT_1D_x,RR_2D_xy,DET_2D_xy,ENT_2D_xy
control,control_group_1,4,0.1530747922437673,0.8574013753166848,2.883130085984681,0.0720775623268698,0.865488086087625,3.041919169383148
control,control_group_10,4,0.14121058893515764,0.8588730911005793,2.2708383623579778,0.10916121356335515,0.8569482288828338,2.2679307625563814
control,control_group_11,4,0.15139683179662383,0.9294975120891443,3.0086880968574055,0.11080223662850534,0.9314373264387628,3.0267135904562075
control,control_group_12,4,0.13897497704315886,0.8895312822630601,2.56418420699822,0.0962465564738292,0.8837209302325582,2.5721619727633063
control,control_group_13,4,0.1380373610102854,0.9059619890653475,2.785210204406265,0.07307606609693162,0.879020359988197,2.7624520815255886
control,control_group_14,4,0.2579108838568298,0.9336127789736037,2.9969280960675335,0.16219138056975896,0.9066834804539723,2.7642863214917295
control,control_group_15,4,0.16756264891464423,0.9079671311182566,2.9104596164658325,0.1162701596005795,0.8793121202759757,2.5647849126811684
control,control_group_16,4,0.19190843758317808,0.9152885949002454,2.8843481607727184,0.17106529350340902,0.9047277079593058,2.835819008789381
control,control_group_17,4,0.14763678866242969,0.8154379020286987,2.315383416151071,0.1177587844254511,0.8228908188585607,2.3433147635213114
control,control_group_18,4,0.17712478318538924,0.9009216589861752,2.779108415128678,0.15921844709723498,0.9029157321371355,2.8828796461916366
control,control_group_19,4,0.24896941422510005,0.9003311525724901,3.055664662806266,0.2094753564318607,0.9191705865412306,2.8657517334969147
control,control_group_20,4,0.17168697982426756,0.8553204262344289,2.24192467247983,0.07995568038341622,0.7924589107315501,2.097734049213775
control,control_group_21,4,0.08629409887215465,0.9634446990112453,4.163145342540046,0.03935282378945296,0.9623003059272263,3.960222378302478
control,control_group_3,4,0.20196906887755103,0.931320307874482,3.268321700913413,0.1602359693877551,0.9388059701492537,3.446726709414476
control,control_group_4,4,0.1321042730448804,0.899422247538449,2.7324747466074744,0.07594732598763773,0.853927813163482,2.4083962178615193
control,control_group_5,4,0.17854245538128719,0.9223778871639531,2.9391492049617183,0.08795294753921039,0.8962336664104535,2.7388756235851424
control,control_group_6,4,0.09269782799128501,0.8415313787254665,2.536479845970801,0.05078502279823005,0.8345864661654135,2.3268667007119874
control,control_group_7,4,0.16307556080283353,0.8813186813186813,2.5792657242562247,0.07338927306459773,0.8135593220338984,2.250006031839821
control,control_group_8,4,0.15358584797778244,0.9118674973408296,3.1002224050293545,0.100889168942099,0.9310663890816563,3.1119949135087226
control,control_group_9,4,0.11848407217643128,0.9215041128084607,3.0603225794034783,0.08891178436177323,0.9379893517068587,3.5861369261063385
