group,subject,q,RR_1D_x,DET_1D_x,ENT_1D_x,RR_2D_xy,DET_2D_xy,ENT_2D_xy
control,control_group_1,1,0.047466976339091305,0.6819571865443425,1.3033194442041982,0.028305995064595732,0.7128205128205128,1.2415101887362598
control,control_group_10,1,0.08330366678533285,0.8803418803418803,3.157557528966483,0.0530437878248487,0.8791946308724832,2.526365689985177
control,control_group_11,1,0.08055401662049862,0.8624484181568088,2.928226297703095,0.059058171745152356,0.8611632270168855,2.7013067732246556
control,control_group_12,1,0.06236111111111111,0.7438752783964365,1.698794694828636,0.035277777777777776,0.7992125984251969,1.6722794411762656
control,control_group_13,1,0.07061224489795918,0.8439306358381503,1.8114903184587627,0.05836734693877551,0.8811188811188811,2.239122140916664
control,control_group_14,1,0.07681660899653979,0.8450450450450451,2.491699037672916,0.04221453287197232,0.9081967213114754,2.6118566149659617
control,control_group_15,1,0.054892871275934195,0.8166838311019567,2.195091818051122,0.038498501893832325,0.8120411160058737,2.3967890591398913
control,control_group_16,1,0.0675,0.8379629629629629,1.8120873023351105,0.0525,0.875,2.1187811898091025
control,control_group_17,1,0.06778922920598054,0.7901498929336188,2.3530854899926386,0.03208012773987516,0.7918552036199095,1.7499135605211023
control,control_group_18,1,0.07111111111111111,0.890625,1.6848058822435117,0.057777777777777775,0.8846153846153846,1.8997842697005114
control,control_group_19,1,0.0821875,0.908745247148289,2.5613663546976926,0.0484375,0.896774193548387,2.5998505304280632
control,control_group_20,1,0.065,0.7948717948717948,1.7837168797558869,0.03,0.7777777777777778,1.3221793455166666
control,control_group_21,1,0.07437895585690703,0.9526300024667286,3.901476346134714,0.02838497288754129,0.9575163901628243,3.915735015447286
control,control_group_3,1,0.07021604938271606,0.885989010989011,2.629399231771593,0.05333719135802469,0.9041591320072333,2.99338701902968
control,control_group_4,1,0.1071663379355687,0.8803680981595092,2.4498979477474268,0.06574621959237344,0.915,2.572942400212704
control,control_group_5,1,0.1226,0.9429037520391517,2.7410328547325844,0.0888,0.9504504504504504,3.1650304052679146
control,control_group_6,1,0.05921052631578947,0.783625730994152,2.0649360835784085,0.03185595567867036,0.8152173913043478,1.685567202024124
control,control_group_7,1,0.15922788016420647,0.9210093252879868,2.951268133557818,0.09511747750895275,0.9467401285583104,2.848449017652445
control,control_group_8,1,0.08319656609014013,0.7784522003034902,2.322528909657675,0.049362454235576315,0.8312020460358056,1.8221284761795746
control,control_group_9,1,0.08510310864881503,0.9023508137432188,2.7547333069381885,0.04801477377654663,0.9166666666666666,2.493009754163056
