filename,folder,q,RR-2D-xy,RR-1D-x,DET-2D-xy,DET-1D-x,ENT-2D-xy,ENT-1D-x
n1q1_preprocessed_calibrated.csv,1,1,0.031875,0.0559375,0.6568627450980392,0.659217877094972,1.0211191885631823,1.1236638172550228
n1q2_preprocessed_calibrated.csv,1,2,0.030437878248487007,0.05962976148095408,0.8128654970760234,0.7283582089552239,1.998748654379342,1.6780121165803012
n1q3_preprocessed_calibrated.csv,1,3,0.059594573997866176,0.08032312147538485,0.8772378516624041,0.8595825426944972,2.2431465368249413,2.37862275070761
n1q4_preprocessed_calibrated.csv,1,4,0.09096952908587258,0.18382271468144043,0.8867235079171741,0.8710066305003014,3.098277719021636,3.080560546323244
n1q5_preprocessed_calibrated.csv,1,5,0.02638365403689744,0.06367784169807578,0.7142857142857143,0.67601246105919,1.3221793455166666,1.4178927279935412
n10q1_preprocessed_calibrated.csv,10,1,0.06105375578497686,0.09095763616945532,0.8658892128279884,0.8747553816046967,2.4413682156756993,3.163126065412704
n10q2_preprocessed_calibrated.csv,10,2,0.03835104854926745,0.06952025280091928,0.8127340823970037,0.8305785123966942,2.0523271766258335,2.1278312740116863
n10q3_preprocessed_calibrated.csv,10,3,0.033839193137901784,0.051559996229616364,0.754874651810585,0.7111517367458866,1.8428774945061097,1.588308606539346
n10q4_preprocessed_calibrated.csv,10,4,0.16054431885782272,0.18091909577632362,0.9194071329319129,0.8758734073160707,2.7295554174386627,2.494274391811534
n10q5_preprocessed_calibrated.csv,10,5,0.04447363482829799,0.0714955901670107,0.8312236286919831,0.7270341207349081,1.6450780370164158,1.5430799082308373
n11q1_preprocessed_calibrated.csv,11,1,0.07213296398891966,0.08941828254847646,0.8341013824884793,0.8488228004956629,2.764484058330328,2.8512035506161397
n11q2_preprocessed_calibrated.csv,11,2,0.047526041666666664,0.06987847222222222,0.8812785388127854,0.8167701863354038,2.655225866744028,2.3108495368511384
n11q3_preprocessed_calibrated.csv,11,3,0.04796006944444445,0.06488715277777778,0.8687782805429864,0.802675585284281,2.339450167965203,1.9433426120308315
n11q4_preprocessed_calibrated.csv,11,4,0.1444153253615423,0.17756156563995373,0.9535669678936155,0.944188825814162,3.3291774132702354,3.164802123153431
n11q5_preprocessed_calibrated.csv,11,5,0.0619871228380255,0.09178134073980558,0.8574338085539714,0.8321870701513068,2.4473857179601373,2.1603989666773606
n12q1_preprocessed_calibrated.csv,12,1,0.04583333333333333,0.07805555555555556,0.8303030303030303,0.7775800711743772,1.8140521799385363,1.7871637601918422
n12q2_preprocessed_calibrated.csv,12,2,0.06779298036882808,0.1085782272456871,0.8904878904878905,0.8842866535174227,2.6754745577836654,2.5988595791278284
n12q3_preprocessed_calibrated.csv,12,3,0.0457617728531856,0.06437673130193906,0.8934624697336562,0.8416523235800344,2.345449676434231,2.2645437383336717
n12q4_preprocessed_calibrated.csv,12,4,0.12973484848484848,0.16781450872359963,0.9283344392833444,0.9138166894664843,2.8641344377282603,2.6731242831627426
n12q5_preprocessed_calibrated.csv,12,5,0.04711111111111111,0.1111111111111111,0.9169811320754717,0.9008,2.710495296984406,2.887564548268768
n13q1_preprocessed_calibrated.csv,13,1,0.06285714285714286,0.08122448979591837,0.8831168831168831,0.8793969849246231,2.2722214833293397,2.0969504766005747
n13q2_preprocessed_calibrated.csv,13,2,0.036,0.0742,0.8444444444444444,0.8733153638814016,2.242834166394678,2.075802644593446
n13q3_preprocessed_calibrated.csv,13,3,0.041523946878192414,0.061114115738236885,0.918958031837916,0.8682399213372665,2.629902611372716,2.5644950444566548
n13q4_preprocessed_calibrated.csv,13,4,0.10234386792113793,0.16964831199821748,0.9117915583959548,0.9260263525822988,3.0027183996804685,3.0453648253019185
n13q5_preprocessed_calibrated.csv,13,5,0.04358885420279801,0.07804370447450572,0.8461538461538461,0.8014814814814815,1.816314584414465,1.6475695978686202
n14q1_preprocessed_calibrated.csv,14,1,0.04719723183391004,0.088719723183391,0.906158357771261,0.8533541341653667,2.7426882940498905,2.7458957273422557
n14q2_preprocessed_calibrated.csv,14,2,0.03287310979618672,0.05982905982905983,0.81,0.6813186813186813,2.071334653295386,1.5022041058978561
n14q3_preprocessed_calibrated.csv,14,3,0.037900874635568516,0.0770512286547272,0.8571428571428571,0.8189189189189189,2.468906362602061,2.121722488468133
n14q4_preprocessed_calibrated.csv,14,4,0.217063550036523,0.31032870708546384,0.9372728496432898,0.9593258638546276,3.1200244313395813,3.2659358972568624
n14q5_preprocessed_calibrated.csv,14,5,0.0334375,0.0790625,0.8785046728971962,0.8023715415019763,2.2107645737727886,1.974111438893073
n15q1_preprocessed_calibrated.csv,15,1,0.05059641585165922,0.07083498219232291,0.8502793296089386,0.8435754189944135,2.467326970666655,2.4587823090033334
n15q2_preprocessed_calibrated.csv,15,2,0.03146701388888889,0.060546875,0.8896551724137931,0.8207885304659498,1.8236036104282365,1.9321305417160426
n15q3_preprocessed_calibrated.csv,15,3,0.04557505365484156,0.07915667213735639,0.8947368421052632,0.8086124401913876,2.4664406925577818,2.2856410903865476
n15q4_preprocessed_calibrated.csv,15,4,0.16476095832185916,0.20726523868248703,0.911634328900516,0.9225925711975045,2.913081133574699,3.1986571111541084
n15q5_preprocessed_calibrated.csv,15,5,0.0296,0.0472,0.7837837837837838,0.6779661016949152,0.7219280948873623,0.9055872616982603
n16q1_preprocessed_calibrated.csv,16,1,0.063125,0.0846875,0.8960396039603961,0.8523985239852399,2.3475846738548323,2.18786101538465
n16q2_preprocessed_calibrated.csv,16,2,0.03259259259259259,0.06962962962962962,0.8409090909090909,0.7588652482269503,1.8178763447357906,1.90106836238073
n16q3_preprocessed_calibrated.csv,16,3,0.0413528867750033,0.060906328444972915,0.9105431309904153,0.7657266811279827,1.8081876760602538,1.741247280001503
n16q4_preprocessed_calibrated.csv,16,4,0.22802563420077393,0.23064638316168792,0.9082338152105593,0.9305814469596094,3.0865171706249717,3.1109288329902753
n16q5_preprocessed_calibrated.csv,16,5,0.038733860891295296,0.0728862973760933,0.8924731182795699,0.7257142857142858,1.5465935642949382,2.2146939516467024
n17q1_preprocessed_calibrated.csv,17,1,0.03643489621135143,0.08288575990709827,0.8406374501992032,0.8248686514886164,1.640903867123729,2.3971085190635413
n17q2_preprocessed_calibrated.csv,17,2,0.04951129626662394,0.08187790418202211,0.9352750809061489,0.8786692759295499,2.0381564806821233,2.189108326406593
n17q3_preprocessed_calibrated.csv,17,3,0.042735042735042736,0.05752794214332676,0.8615384615384616,0.7714285714285715,2.2512926792966406,1.8770618803882693
n17q4_preprocessed_calibrated.csv,17,4,0.16370808678500987,0.1855869676382497,0.8623382418563141,0.8455028537689431,2.5838555512688712,2.4840034426998128
n17q5_preprocessed_calibrated.csv,17,5,0.052083333333333336,0.08072916666666667,0.8166666666666667,0.7634408602150538,1.3778903318832147,1.6024773681586493
n18q1_preprocessed_calibrated.csv,18,1,0.06666666666666667,0.08222222222222222,0.8916666666666667,0.8581081081081081,2.439321454754487,1.9088261736153964
n18q2_preprocessed_calibrated.csv,18,2,0.04543895747599451,0.07458847736625514,0.9132075471698113,0.8298850574712644,2.6043192517566167,1.9820157368541251
n18q3_preprocessed_calibrated.csv,18,3,0.045158580130224744,0.06784289014912834,0.8325581395348837,0.8080495356037152,1.6342031261913625,1.6342693288618881
n18q4_preprocessed_calibrated.csv,18,4,0.20962146719722477,0.21533516988062443,0.9265027987344853,0.9222932954276238,3.338818759638993,3.1088411037664767
n18q5_preprocessed_calibrated.csv,18,5,0.03123585332729742,0.06201901312811227,0.7681159420289855,0.6496350364963503,0.9182958340544896,1.6457113704075788
n19q1_preprocessed_calibrated.csv,19,1,0.059375,0.091875,0.9052631578947369,0.9251700680272109,2.732270137081625,2.5660501614099354
n19q2_preprocessed_calibrated.csv,19,2,0.033611031312841134,0.06118931341568515,0.7948717948717948,0.6807511737089202,1.7381493331928664,1.6520202738410539
n19q3_preprocessed_calibrated.csv,19,3,0.06960494490728299,0.08572964256920183,0.8764478764478765,0.768025078369906,2.003264706249344,2.0714146862391765
