filename,folder,q,RR-2D-xy,RR-1D-x,DET-2D-xy,DET-1D-x,ENT-2D-xy,ENT-1D-x
ad10q1_preprocessed_calibrated.csv,10,1,0.010080645161290322,0.019575962539021854,0.8838709677419355,0.8073089700996677,1.9465235223013433,2.0927117497415435
ad10q2_preprocessed_calibrated.csv,10,2,0.009615384615384616,0.02135724852071006,0.8509615384615384,0.7056277056277056,1.6310802972661655,2.0297257494579073
ad10q3_preprocessed_calibrated.csv,10,3,0.014981061676748262,0.020973486347447567,0.9018867924528302,0.8436657681940701,1.8121172981852967,1.8334765672617583
ad10q4_preprocessed_calibrated.csv,10,4,0.008579881656804733,0.027514792899408284,0.8586206896551725,0.843010752688172,2.1587921219729322,2.217322698338454
ad10q5_preprocessed_calibrated.csv,10,5,0.00985175455057234,0.012197410395946707,0.9333333333333333,0.8307692307692308,2.1619781796795534,1.268067353402726
ad11q1_preprocessed_calibrated.csv,11,1,0.0055532417048452035,0.017978620019436346,0.8333333333333334,0.6833976833976834,1.248927828509847,1.5350771459556407
ad11q2_preprocessed_calibrated.csv,11,2,0.0077190931891786595,0.016111882208748304,0.8317560462670873,0.6896725440806045,2.404662091248997,2.0758662504010967
ad11q3_preprocessed_calibrated.csv,11,3,0.014994232987312572,0.019319492502883506,0.875,0.7512437810945274,2.6598578720265245,2.3050307621532156
ad11q4_preprocessed_calibrated.csv,11,4,0.004170715905409783,0.010360266555601832,0.8099861303744799,0.6633165829145728,2.0365086103823367,1.6424248817412965
ad11q5_preprocessed_calibrated.csv,11,5,0.01536332179930796,0.022560553633217992,0.7972972972972973,0.7638036809815951,2.2951500624964103,2.134744132811092
ad12q1_preprocessed_calibrated.csv,12,1,0.006689409850793381,0.02487586349233328,0.8511796733212341,0.7257198633479747,1.965907020760512,1.8851965558516153
ad12q2_preprocessed_calibrated.csv,12,2,0.008494411571334648,0.018487836949375412,0.9009287925696594,0.6842105263157895,2.21163018107546,1.274933187556675
ad12q3_preprocessed_calibrated.csv,12,3,0.015225137674117265,0.020593271322134295,0.817629179331307,0.7348314606741573,2.2973288801734246,1.8077436511232692
ad12q4_preprocessed_calibrated.csv,12,4,0.007680133277800916,0.014510620574760517,0.8394793926247288,0.7497129735935706,1.5335947125019291,1.471389705768878
ad12q5_preprocessed_calibrated.csv,12,5,0.011659807956104253,0.021109586953208352,0.8496732026143791,0.7292418772563177,1.9760505388558967,1.55614009536588
