group,subject,q,fixation_count,saccade_count,total_duration_ms,kw_fix_duration_ms,inst_fix_duration_ms,bg_fix_duration_ms,kw_time_ratio,inst_time_ratio,bg_time_ratio,ttff_ms,scanpath_length,fixation_dispersion,revisit_kw_count,avg_revisit_interval,roi_trans_total,trans_kw_inst,trans_kw_bg,trans_inst_bg,fixation_amplitude_mean_deg,saccade_amplitude_mean_deg,saccade_maxvel_mean,saccade_meanvel_mean
control,control_group_1,2,1,0,13689000.0,13689000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,36.57510863579218,0.0,0.0,0.0
control,control_group_10,2,13,19,11121.0,10998.0,0.0,0.0,0.98893984353925,0.0,0.0,0.0,8.789329344176375,13.66522963207797,0,0.0,0,0,0,0,7.845785198621396,0.4625962812724408,55.317811456575505,54.84165280482466
control,control_group_11,2,14,16,7944.999999999999,5620.999999999999,1712.0,0.0,0.707488986784141,0.2154814348646948,0.0,1712.0,54.743628683780884,17.565945350411102,1,2324.0,1,1,0,0,3.457557480759523,3.4214767927363052,56.18693123013304,54.83257292644191
control,control_group_12,2,13,18,21516.0,21025.0,0.0,0.0,0.9771797731920431,0.0,0.0,0.0,18.80055761947328,13.963254610662723,0,0.0,0,0,0,0,5.7788196902722495,1.0444754233040712,45.5980734346198,44.53126322969989
control,control_group_13,2,12,19,8684.0,8071.0,244.0,369.0,0.9294104099493321,0.02809765085214187,0.04249193919852602,244.0,0.0,19.02105067289244,2,306.5,3,1,2,0,8.056045210195729,0.0,47.155693145999045,47.155693145999045
control,control_group_14,2,9,12,7210.0,4277.0,2810.0,0.0,0.5932038834951456,0.3897364771151179,0.0,2810.0,5.125799687463408,14.666976659621993,1,2933.0,1,1,0,0,9.846821596043647,0.427149973955284,56.25466973356512,55.314001741450824
control,control_group_15,2,9,8,10022.0,9411.0,367.0,0.0,0.9390341249251647,0.03661943723807623,0.0,367.0,13.451252102799643,14.819712542986668,1,611.0,1,1,0,0,12.051046820578055,1.6814065128499553,62.15892957521915,60.34815167389765
control,control_group_16,2,13,22,6481.0,5746.0,490.0,0.0,0.8865915753741707,0.07560561641721956,0.0,490.0,14.218667203076711,18.942063951290013,1,735.0,1,1,0,0,3.1388693949055084,0.646303054685305,57.75447376644948,56.824604092758456
control,control_group_17,2,9,12,7209.000000000001,6721.000000000001,122.0,0.0,0.9323068386738799,0.01692329033153003,0.0,122.0,25.06426683694352,18.373687542601218,1,488.0,1,1,0,0,9.362168047273878,2.088688903078627,59.85195981168652,58.839222758147734
control,control_group_18,2,8,9,11492.0,10514.0,611.0,0.0,0.9148973198746955,0.053167420814479636,0.0,611.0,31.759720943078356,15.87680610232179,1,978.0,1,1,0,0,12.199794404455162,3.528857882564262,61.47949973963677,57.78889600951542
control,control_group_19,2,11,15,4156.0,2689.0,612.0,122.0,0.6470163618864293,0.1472569778633301,0.02935514918190568,856.0,42.1963749637374,20.3432323228553,1,1467.0,2,0,1,1,7.1599593334004545,2.8130916642491597,70.05131207267486,61.40872248139358
control,control_group_20,2,7,12,4769.000000000001,3913.000000000001,611.0,0.0,0.8205074439085762,0.12811910253721953,0.0,734.0,12.190756530683348,17.828271554473254,1,856.0,1,1,0,0,12.265302676932796,1.0158963775569456,51.35132511782148,48.71573448220847
control,control_group_21,2,59,992,24891.999999999985,4845.0,3632.999999999999,548.0,0.19464084846537053,0.1459505061867267,0.022015105254700316,5918.000000000001,801.1963787679083,16.76843546844602,2,10023.499999999993,8,2,1,5,1.331224641560434,0.8076576398870043,91.66904244464284,74.87275201560436
control,control_group_3,2,13,14,8189.0,7455.0,367.0,0.0,0.910367566247405,0.04481621687629747,0.0,612.0,30.446067863831423,16.92595771809795,1,734.0,1,1,0,0,3.316672416129798,2.1747191331308158,60.46220461297423,59.61365880023933
control,control_group_4,2,8,15,7459.0,4768.0,0.0,2078.0,0.6392277785225902,0.0,0.2785896232738973,2078.0,45.16841416769106,16.298063498214063,1,2691.0,1,0,1,0,6.777592809685758,3.0112276111794043,48.81313761630069,46.65141264289951
control,control_group_5,2,16,25,10148.0,8682.0,978.0,0.0,0.8555380370516358,0.0963736696886086,0.0,1100.0,34.35918092739164,18.55924430792416,1,1466.0,1,1,0,0,6.391027467860242,1.3743672370956657,57.10298046539637,54.64935743493784
control,control_group_6,2,21,32,20166.0,18822.0,611.0,0.0,0.9333531686997917,0.03029852226519885,0.0,611.0,42.170520952038466,16.05164297166238,1,1344.0,1,1,0,0,5.804963140408509,1.317828779751202,52.379391333450016,50.39144129410531
control,control_group_7,2,17,22,13691.000000000002,12957.000000000002,489.0,0.0,0.9463881381929735,0.03571689431013074,0.0,489.0,12.665415764735087,16.25640465719608,1,734.0,1,1,0,0,6.149832760735693,0.5757007165788676,53.175986102810114,52.39964572163524
control,control_group_8,2,11,12,8313.0,5865.0,1957.0,0.0,0.7055214723926381,0.2354144111632383,0.0,2080.0,45.708473702654814,16.31242605149709,1,2448.0,1,1,0,0,7.009308808288396,3.8090394752212346,84.09100239990572,79.23384439843043
control,control_group_9,2,12,19,9537.0,8069.0,1223.0,0.0,0.8460731886337423,0.12823739121316977,0.0,1223.0,1.2710967500548491,15.870635882271138,1,1468.0,1,1,0,0,3.7394039200235887,0.06689982895025522,46.05629850178591,45.31425735289484
