ID,Group,folder,q,RR-2D-xy,RR-1D-x,DET-2D-xy,DET-1D-x,ENT-2D-xy,ENT-1D-x
m6q4,MCI,6,4,0.0221397923875432,0.0837038062283737,0.711427856964241,0.7823930154110722,1.785980876151204,2.059089290394716
m6q5,MCI,6,5,0.0271201814058956,0.0777324263038548,0.7725752508361204,0.661610268378063,1.4367496207677906,1.668229577373831
m7q1,MCI,7,1,0.021922255095332,0.0757108809993425,0.7132146204311153,0.7397557666214383,1.8232269893495303,1.8450985016189136
m7q2,MCI,7,2,0.0298372815663737,0.0710013699087841,0.7133258678611423,0.712,1.4780430867983172,1.6918256391605755
m7q3,MCI,7,3,0.0301264495076044,0.0646232737019987,0.7678916827852998,0.7763751127141569,1.789994034622755,1.6374569376227586
m7q4,MCI,7,4,0.0172650623439503,0.0758220825839157,0.7652747252747253,0.7721949754779301,2.120844603056421,1.980227281682507
m7q5,MCI,7,5,0.0213053466060087,0.0675194811044547,0.7674418604651163,0.7024683122081388,1.815053862119192,1.7605588019734433
m8q1,MCI,8,1,0.0216091869069945,0.069945769163256,0.7058572039333049,0.7318716153744551,1.787973812181438,1.7944616345059998
m8q2,MCI,8,2,0.0292510103437839,0.0783884349018141,0.8332318928788801,0.7651601181012946,2.3591290003306185,2.0033269351282943
m8q3,MCI,8,3,0.0459957228127294,0.071722685052188,0.7890353920888272,0.7810413885180241,2.3052423056287275,2.348998545148003
m8q4,MCI,8,4,0.0614278011959611,0.1093275169101068,0.8854977059644923,0.8530598520511096,2.657457918244904,2.530133984883743
m8q5,MCI,8,5,0.0290423861852433,0.0883951213621543,0.8024948024948025,0.782103825136612,2.172483230401909,1.9292601614587472
m9q1,MCI,9,1,0.0344793445706789,0.0936362961312838,0.7458722182340273,0.7398889770023791,1.8642025898928596,1.943745661499968
m9q2,MCI,9,2,0.0285822504516053,0.0608064798088689,0.7706422018348624,0.6669861044561571,2.093929565163729,1.6601207371617444
m9q3,MCI,9,3,0.0238,0.0572,0.7142857142857143,0.6258741258741258,1.4215541688301352,1.7515087087994523
m9q4,MCI,9,4,0.0372090772729472,0.0833696230705956,0.8058084091894235,0.7899013348810214,2.0339971209541647,2.101629087849194
m9q5,MCI,9,5,0.0201446280991735,0.0643724173553719,0.7884615384615384,0.7442326980942828,2.001876495700893,2.042720905689833
m6q1,MCI,6,1,0.045953075107594,0.097135452820584,0.850956696878147,0.8408766079085279,2.1407683929006285,2.01433687370546
m6q2,MCI,6,2,0.0290642722117202,0.0593100189035916,0.7073170731707317,0.6533864541832669,1.0086232677764626,1.0850443462926065
m6q3,MCI,6,3,0.0679611650485436,0.0909605052314073,0.897364771151179,0.8424870466321244,3.068886615024244,2.2372527118075696
m6q4,MCI,6,4,0.0360730194776836,0.0608350074242291,0.6307506053268765,0.6331658291457286,1.7454982842978115,1.7313961322237787
m6q5,MCI,6,5,0.0439342403628117,0.0651927437641723,0.7032258064516129,0.6391304347826087,2.075374633961814,1.6286456308172763
ad10q1,AD,10,1,0.0273705262818341,0.078337446170223,0.8314672952268709,0.7813465101914763,2.529414186549749,2.171613920077478
ad10q2,AD,10,2,0.0238318719809528,0.0771731416405302,0.8174831892411143,0.7858202313853456,2.053900119639701,1.914820407522812
ad10q3,AD,10,3,0.0374248162174203,0.0726219648028514,0.8065476190476191,0.7760736196319018,2.184186929483288,2.0953430104732136
ad10q4,AD,10,4,0.0237078140367874,0.098545235683563,0.788235294117647,0.8167734246983465,2.154822494059747,2.5408457137126
ad10q5,AD,10,5,0.0231847841177287,0.0590031931139802,0.7844311377245509,0.7019607843137254,2.525328254930575,1.6018063174532764
ad11q1,AD,11,1,0.0204653835104854,0.0920769893708704,0.7439640651319483,0.7666292275053039,1.7817109336885053,1.9630288089059968
ad11q2,AD,11,2,0.0244705578512396,0.0776730371900826,0.75,0.699501246882793,1.9033732779250687,1.7034607594067288
